# BUSCO version is: 5.4.2 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at6231	Complete	scaffold_1	31191232	31166376	+	9199.7	5600
4at6231	Complete	scaffold_1	82259359	82229849	+	7069.8	3918	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	scaffold_1	48222972	48205661	-	5222.5	3560
7at6231	Complete	scaffold_1	63568036	63611182	-	4506.1	3054
9at6231	Complete	scaffold_1	70195305	70228743	-	3254.5	3538
18at6231	Complete	scaffold_1	39479293	39500924	+	3347.5	2547	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	scaffold_1	46170420	46160798	+	2788.3	1990	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	scaffold_1	81978488	81954478	-	2579.9	3217
21at6231	Complete	scaffold_1	44112536	44091427	+	3907.5	2618
22at6231	Complete	scaffold_1	21723724	21703386	+	2125.4	1536
23at6231	Complete	scaffold_1	72628064	72653390	+	5692.8	3741
25at6231	Complete	scaffold_1	5498444	5513522	+	2210.3	1542
28at6231	Complete	scaffold_1	74152845	74139405	-	4704.7	2094
29at6231	Complete	scaffold_1	36159188	36170566	+	1264.2	1171
31at6231	Complete	scaffold_1	47931740	47918588	-	1549.2	2282
32at6231	Complete	scaffold_1	91747939	91761693	+	3938.4	2170
35at6231	Complete	scaffold_1	45882963	45871586	+	3664.0	1949
39at6231	Complete	scaffold_1	88311018	88321077	+	2260.5	1522
40at6231	Complete	scaffold_1	53498028	53483364	-	1628.3	2019
43at6231	Complete	scaffold_1	12866173	12850410	-	2975.0	1861	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Missing
48at6231	Complete	scaffold_1	15608142	15597214	-	1220.3	1141
49at6231	Duplicated	scaffold_1	9480763	9471750	+	505.8	737
49at6231	Duplicated	scaffold_1	9486454	9480922	+	482.1	539
55at6231	Complete	scaffold_1	46334848	46322142	-	2334.9	1575
57at6231	Complete	scaffold_1	22825246	22803072	-	1063.3	1383
60at6231	Complete	scaffold_1	29386521	29363208	-	1773.9	1469
63at6231	Complete	scaffold_1	36089188	36101968	+	3743.0	2597
65at6231	Complete	scaffold_1	60178633	60166606	+	1592.9	1532
67at6231	Complete	scaffold_1	7959771	7938771	-	3358.5	1838
68at6231	Complete	scaffold_1	15088365	15072488	+	1941.8	1469	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
72at6231	Complete	scaffold_1	67685021	67695719	+	2964.6	1485	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
74at6231	Fragmented	scaffold_1	15140209	15136238	+	1353.3	608
76at6231	Fragmented	scaffold_1	16208848	16189092	-	2249.1	1167
86at6231	Duplicated	scaffold_1	8975974	8959503	-	2684.2	1762	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
86at6231	Duplicated	scaffold_1	67213879	67226615	-	2539.5	1753	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
88at6231	Complete	scaffold_1	45925936	45916071	+	3065.5	1697
90at6231	Complete	scaffold_1	83077573	83066460	+	3097.5	1728
91at6231	Complete	scaffold_1	39939322	39952041	-	1480.3	1465
92at6231	Complete	scaffold_1	70170177	70183716	+	1828.3	1371	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Complete	scaffold_1	31604395	31593816	+	1788.6	1369	https://www.orthodb.org/v10?query=96at6231	Monensin-resistant homolog 2
97at6231	Complete	scaffold_1	47510171	47500447	-	3198.9	1790	https://www.orthodb.org/v10?query=97at6231	CRE-MYO-5 protein
100at6231	Complete	scaffold_1	63308636	63318260	-	1579.2	1750
101at6231	Complete	scaffold_1	81563397	81553623	+	1867.4	1366
107at6231	Complete	scaffold_1	59249101	59238474	-	2283.8	1322
112at6231	Missing
