# BUSCO version is: 5.4.2 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at6231	Complete	SUPER_2	26682488	26709364	+	9201.1	5613
4at6231	Missing
6at6231	Complete	SUPER_2	69079295	69100464	-	5099.7	3666
7at6231	Complete	SUPER_2	31343978	31388491	-	4505.0	3058
9at6231	Complete	SUPER_2	56436896	56473079	-	3280.5	3613
18at6231	Complete	SUPER_2	52932431	52954050	+	3351.1	2547	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	SUPER_2	46481327	46490936	+	2789.4	1990	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	SUPER_2	16963987	16987929	-	2575.0	3251
21at6231	Complete	SUPER_2	48461784	48484191	+	3907.2	2617
22at6231	Complete	SUPER_2	8978169	8998603	+	2116.7	1537
23at6231	Complete	SUPER_2	58777222	58803712	+	5681.3	3738
25at6231	Complete	SUPER_2	4879722	4902524	+	3001.7	2285
28at6231	Complete	SUPER_2	24757014	24770436	-	4704.7	2094
29at6231	Complete	SUPER_2	62247195	62270996	+	2666.3	2147
31at6231	Complete	SUPER_2	69362421	69375587	-	1550.5	2282
32at6231	Complete	SUPER_2	78841910	78855652	+	3937.7	2170
35at6231	Complete	SUPER_2	46762412	46773799	+	3663.5	1949
39at6231	Complete	SUPER_2	75448430	75460884	+	2815.5	1811
40at6231	Complete	SUPER_2	64091581	64106101	-	1628.9	2009
43at6231	Complete	SUPER_2	40583507	40599247	+	2972.3	1861	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Complete	SUPER_2	22441499	22458825	+	2185.9	1670
48at6231	Complete	SUPER_2	38205811	38216710	-	1218.7	1142
49at6231	Complete	SUPER_2	44176205	44192569	+	1180.0	1452
55at6231	Complete	SUPER_2	46318593	46333969	-	2314.9	1576
57at6231	Complete	SUPER_2	7878431	7899214	-	1057.2	1379
60at6231	Complete	SUPER_2	28475537	28516848	-	3896.2	2845
63at6231	Complete	SUPER_2	62183276	62196059	+	3739.9	2598
65at6231	Complete	SUPER_2	72026540	72038163	+	1593.3	1533
67at6231	Complete	SUPER_2	45677185	45690926	-	2901.4	1520
68at6231	Complete	SUPER_2	38750564	38766113	+	1940.2	1469	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
