# BUSCO version is: 5.4.2 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at6231	Complete	scaffold_2	28803788	28828012	+	9056.3	5525
4at6231	Complete	scaffold_2	18247990	18278136	+	7071.5	3919	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	scaffold_2	74722332	74739679	-	5211.4	3560
7at6231	Complete	scaffold_2	33981471	34003667	-	4319.5	2700
9at6231	Complete	scaffold_2	61207677	61246804	-	3289.8	3637
18at6231	Complete	scaffold_2	57303360	57324956	+	3351.9	2538	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	scaffold_2	50378434	50391824	+	3809.7	2607	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	scaffold_2	18533930	18559688	-	2587.0	3216
21at6231	Complete	scaffold_2	52471869	52493375	+	3907.1	2617
22at6231	Complete	scaffold_2	9776276	9796614	+	2125.4	1536
23at6231	Complete	scaffold_2	63824536	63849902	+	5697.7	3758
25at6231	Complete	scaffold_2	5498444	5513522	+	2210.3	1542
28at6231	Complete	scaffold_2	26736100	26750015	-	4703.7	2094
29at6231	Complete	scaffold_2	67483535	67505146	+	2105.2	1764
31at6231	Complete	scaffold_2	75002585	75011104	-	1108.5	1759
32at6231	Complete	scaffold_2	84817535	84831216	-	3938.0	2169
35at6231	Complete	scaffold_2	50679333	50689174	+	3662.3	1949
39at6231	Complete	scaffold_2	81707028	81718415	+	2643.2	1709
40at6231	Complete	scaffold_2	82353585	82395425	-	945.7	5457
43at6231	Complete	scaffold_2	44058652	44074759	+	2971.4	1861	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Missing
48at6231	Complete	scaffold_2	41520415	41530988	-	1212.0	1056
49at6231	Complete	scaffold_2	47864159	47877874	+	772.0	1071
55at6231	Complete	scaffold_2	50208931	50221782	-	2338.3	1574
57at6231	Complete	scaffold_2	8674754	8696928	-	1063.3	1383
60at6231	Missing
63at6231	Complete	scaffold_2	67407742	67420528	+	3746.3	2597
65at6231	Complete	scaffold_2	77839952	77852174	+	1598.6	1532
67at6231	Complete	scaffold_2	49561356	49582807	-	3351.9	1839
68at6231	Complete	scaffold_2	42024360	42040245	+	1942.6	1469	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
72at6231	Complete	scaffold_2	58583120	58593896	+	2967.8	1485	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
74at6231	Fragmented	scaffold_2	41960611	41963827	+	1141.3	514
76at6231	Fragmented	scaffold_2	40866278	40887287	-	2246.7	1171
86at6231	Duplicated	scaffold_2	48440871	48457882	-	2679.3	1766	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
86at6231	Duplicated	scaffold_2	58091042	58103827	-	2544.2	1753	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
88at6231	Complete	scaffold_2	50642080	50651983	+	3077.0	1697
90at6231	Complete	scaffold_2	17422427	17433540	+	3097.5	1728
91at6231	Complete	scaffold_2	57780181	57790684	-	1458.5	1464
92at6231	Complete	scaffold_2	61185362	61201561	+	1834.7	1370	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Complete	scaffold_2	28326950	28337577	+	1786.3	1369	https://www.orthodb.org/v10?query=96at6231	Monensin-resistant homolog 2
97at6231	Complete	scaffold_2	75457046	75466864	-	3198.7	1790	https://www.orthodb.org/v10?query=97at6231	CRE-MYO-5 protein
100at6231	Complete	scaffold_2	33682848	33692141	-	1581.8	1746
101at6231	Complete	scaffold_2	19013694	19024566	+	1999.5	1487
107at6231	Complete	scaffold_2	78836770	78848797	-	2337.8	1322
112at6231	Missing
117at6231	Complete	scaffold_2	46781932	46799614	+	1691.9	1500	https://www.orthodb.org/v10?query=117at6231	putative ATP-dependent Clp protease adaptor protein ClpS
