# BUSCO version is: 5.4.2 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at6231	Complete	SUPER_1	28363587	28389226	+	9210.4	5612
4at6231	Complete	SUPER_1	17594563	17626268	+	7072.4	3918	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	SUPER_1	73917603	73940202	-	5299.9	3877
7at6231	Complete	SUPER_1	33328814	33371741	-	4511.3	3052
9at6231	Complete	SUPER_1	60276606	60312198	-	3290.6	3657
18at6231	Duplicated	SUPER_1	56500974	56522458	+	3327.4	2525	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
18at6231	Duplicated	SUPER_1	17554127	17577471	-	3243.1	2518	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	SUPER_1	49671927	49685328	+	3805.1	2609	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	SUPER_1	17904940	17933191	-	2586.2	3239
21at6231	Complete	SUPER_1	51729954	51750858	+	3904.6	2617
22at6231	Complete	SUPER_1	9351366	9371657	+	2123.5	1538
23at6231	Complete	SUPER_1	62754376	62779813	+	5697.1	3754
25at6231	Complete	SUPER_1	5121884	5143415	+	3004.9	2259
28at6231	Complete	SUPER_1	26389084	26402647	-	4704.9	2094
29at6231	Complete	SUPER_1	66548644	66570117	+	2668.6	2148
31at6231	Complete	SUPER_1	74200755	74214378	-	1567.6	2280
32at6231	Complete	SUPER_1	84431817	84445737	-	3942.1	2170
35at6231	Complete	SUPER_1	49960849	49972179	+	3664.6	1949
39at6231	Complete	SUPER_1	80702045	80715210	+	2817.5	1798
40at6231	Complete	SUPER_1	68573903	68588439	-	1638.5	2143
43at6231	Complete	SUPER_1	43309901	43325997	+	2981.7	1861	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Complete	SUPER_1	23884617	23904661	+	2254.7	1779
48at6231	Complete	SUPER_1	40800397	40811258	-	1218.1	1140
49at6231	Complete	SUPER_1	47141058	47157483	+	1168.8	1504
55at6231	Complete	SUPER_1	49428335	49441118	-	2322.9	1575
57at6231	Complete	SUPER_1	8286191	8307326	-	1062.2	1383
60at6231	Complete	SUPER_1	30237148	30278481	-	3892.5	2844
63at6231	Complete	SUPER_1	66469529	66482326	+	3747.8	2597
65at6231	Complete	SUPER_1	76970593	76982632	+	1597.6	1532
67at6231	Complete	SUPER_1	48783944	48796104	-	2898.1	1521
68at6231	Complete	SUPER_1	41339402	41355178	+	1946.6	1469	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
72at6231	Complete	SUPER_1	57781076	57791765	+	2969.4	1485	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
74at6231	Complete	SUPER_1	41271250	41283398	+	3005.1	1485
76at6231	Complete	SUPER_1	40163514	40187311	-	2550.6	1997
86at6231	Duplicated	SUPER_1	47712300	47728901	-	2685.0	1764	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
86at6231	Duplicated	SUPER_1	57283886	57296669	-	2543.0	1753	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
88at6231	Complete	SUPER_1	49922990	49933329	+	3075.7	1697
90at6231	Complete	SUPER_1	16742959	16753725	+	3101.1	1728
91at6231	Complete	SUPER_1	56978147	56988699	-	1474.8	1469
92at6231	Complete	SUPER_1	60256631	60270442	+	1832.8	1364	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Complete	SUPER_1	27940009	27950736	+	1793.5	1369	https://www.orthodb.org/v10?query=96at6231	Monensin-resistant homolog 2
97at6231	Complete	SUPER_1	74646646	74656560	-	3204.5	1790	https://www.orthodb.org/v10?query=97at6231	CRE-MYO-5 protein
100at6231	Complete	SUPER_1	33070080	33079432	-	1583.2	1944
101at6231	Complete	SUPER_1	18396155	18402835	+	1274.8	974
107at6231	Complete	SUPER_1	77951624	77962276	-	2329.3	1322
112at6231	Complete	SUPER_1	85822351	85834443	+	964.3	1453	https://www.orthodb.org/v10?query=112at6231	CRE-CRB-1 protein
117at6231	Complete	SUPER_1	46037378	46054952	+	1689.7	1503	https://www.orthodb.org/v10?query=117at6231	putative ATP-dependent Clp protease adaptor protein ClpS
119at6231	Complete	SUPER_1	24752497	24761808	-	2133.8	1259	https://www.orthodb.org/v10?query=119at6231	Dual oxidase 1
121at6231	Complete	SUPER_1	8356991	8372531	+	1542.1	1161
125at6231	Complete	SUPER_1	52520133	52536206	+	1809.8	1323
127at6231	Complete	SUPER_1	17679401	17692014	+	1894.3	1246
131at6231	Complete	SUPER_1	22883692	22905003	-	1031.4	1364
132at6231	Complete	SUPER_1	82065150	82079574	-	1961.9	1385
137at6231	Complete	SUPER_1	82233809	82246876	+	2153.4	1387
139at6231	Fragmented	SUPER_1	44573049	44581811	+	1496.5	764
144at6231	Complete	SUPER_1	21802424	21815860	+	1014.9	1015
146at6231	Complete	SUPER_1	34362554	34368781	+	1508.6	1091
147at6231	Complete	SUPER_1	15907352	15923106	+	1260.4	1223
149at6231	Complete	SUPER_1	34615378	34630059	-	1270.3	889
151at6231	Complete	SUPER_1	20332556	20346188	-	1949.4	1244
152at6231	Complete	SUPER_1	78498017	78503526	-	758.6	726
161at6231	Complete	SUPER_1	34092811	34102897	-	1824.6	1245
164at6231	Missing
165at6231	Complete	SUPER_1	703089	708874	+	1391.3	1027
