scaffold_position	PC1
50000	-0.013459045512
150000	-0.013459045512
250000	-0.009740037895000001
350000	-0.006021030278
450000	-0.0080530404665
550000	-0.010085050655
650000	-0.006619762493
750000	-0.000211784518
850000	-0.002393756812
950000	-0.005052992859
1050000	-0.001448266638
1150000	-0.000626223245
1250000	-0.000878739031
1350000	0.001214364536
1450000	-0.004093152031
1550000	-0.003904996838
1650000	-0.004495147059
1750000	0.000385052128
1850000	-0.006623520429
1950000	-0.006623520429
2050000	-0.007188585911
2150000	-0.007188585911
2250000	-0.005551401802
2350000	-0.001293100054
2450000	-0.003474307193
2550000	-0.003864536287
2650000	-0.006554577251
2750000	-0.00711595561
2850000	-0.006997307238
2950000	-0.005452382976
3050000	-0.005749812526
3150000	-0.00388838859
3250000	-0.006184043916
3350000	-0.007722674567
3450000	-0.010473887616
3550000	-0.009282116263
3650000	-0.007010104903
3750000	-0.004531328276
3850000	-0.008842533637
3950000	-0.010555467743
4050000	-0.010618850079
4150000	-0.006305317302
4250000	-0.005867347599
4350000	-0.007238507601
4450000	-0.007738199671
4550000	-0.007738199671
4650000	-0.004104003868
4750000	-0.004104003868
4850000	-0.007302186491
4950000	-0.004017354102
5050000	-0.008757187492
5150000	-0.007033046391
5250000	-0.008766287717
5350000	-0.008766287717
5450000	-0.0093377152725
5550000	-0.009909142828
5650000	-0.009909142828
5750000	-0.009832382195
5850000	-0.00950283545
5950000	-0.00572533804
6050000	-0.003710208605
6150000	-0.007369546121
6250000	-0.007369546121
6350000	-0.0087364997175
6450000	-0.010103453314
6550000	-0.010103453314
6650000	-0.006744631352
6750000	-0.00504522775
6850000	-0.005527524738
6950000	-0.006315964431
7050000	-0.008134151202
7150000	-0.005981090278
7250000	-0.00490074811
7350000	-0.005087646307
7450000	-0.007528573681
7550000	-0.007396937591
7650000	-0.0054706952755
7750000	-0.00354445296
7850000	-0.001590856451
7950000	0.000502351087
8050000	0.000748747251
8150000	0.005134537136
8250000	0.003462385469
8350000	0.003462385469
8450000	0.016675516251
8550000	0.016675516251
8650000	0.017262025054
8750000	0.022351764132
8850000	0.022879532094
8950000	0.023132344406
9050000	0.023425511138
9150000	0.023882888166
9250000	0.027927624592
9350000	0.030646051904
9450000	0.027380008006
9550000	0.030726561213
9650000	0.037129083923
9750000	0.039160294178
9850000	0.038178099007
9950000	0.042739686524
10050000	0.041804112863
10150000	0.038782147307
10250000	0.042298033527
10350000	0.041299453844
10450000	0.043445416319
10550000	0.045435282855
10650000	0.04482812635
10750000	0.043858819277
10850000	0.042889512204
10950000	0.040322564197
11050000	0.042228043319
11150000	0.039006692524
11250000	0.041519045849
11350000	0.037426618285
11450000	0.03813228683
11550000	0.039497203976
11650000	0.034197091969
11750000	0.036888815835
11850000	0.032102011634
11950000	0.030224278184
12050000	0.030675912779
12150000	0.030484254761
12250000	0.029996397533
12350000	0.028829540066
12450000	0.027040807142
12550000	0.023767977522
12650000	0.021858259495
12750000	0.024830492941
12850000	0.014723692488
12950000	0.011525601962
13050000	0.009425240818
13150000	0.004030987321
13250000	0.003064324356
13350000	-0.001193921073
13450000	-0.003067949374
13550000	-0.003937618248
13650000	-0.001575891238
13750000	-0.003174710737
13850000	-0.004894647084
13950000	-0.006831432167
14050000	-0.005662618373
14150000	-0.004847084871
14250000	-0.00891768945
14350000	-0.009640037599
14450000	-0.00796548419
14550000	-0.009839735372
14650000	-0.007236673116
14750000	-0.005642590191
14850000	-0.000537698812
14950000	-0.000537698812
15050000	-0.006013574826
15150000	-0.006013574826
15250000	-0.005614408394
15350000	-0.00069970869
15450000	-0.002667781779
15550000	-0.006858044209
15650000	-0.002012711139
15750000	-0.003890754912
15850000	-0.003212777654
15950000	-0.00545044071
16050000	-0.005213708492
16150000	-0.007456346549
16250000	-0.0041931904315
16350000	-0.000930034314
16450000	-0.00172895414
16550000	-0.003540727411
16650000	-8.5340799e-05
16750000	-0.004823514436
16850000	-0.006655402212
16950000	-0.003105051024
17050000	-0.000414975831
17150000	9.2366765e-05
17250000	0.001040531513
17350000	-0.001514104061
17450000	0.000131688885
17550000	0.00112329692
17650000	-0.004202502152
17750000	0.000608673564
17850000	-0.0007530212279999999
17950000	-0.00211471602
18050000	-0.001862511169
18150000	-0.001019745381
18250000	-0.001290830507
18350000	-0.001832412074
18450000	0.001690020334
18550000	-0.000946423095
18650000	-9.0909114e-05
18750000	-0.001033941345
18850000	0.002802650619
18950000	0.002403576908
19050000	0.00203728143
19150000	0.000892982557
19250000	0.001054166069
19350000	0.001215349581
19450000	-0.000549205802
19550000	0.003512336342
19650000	-0.000316889791
19750000	0.005281744594
19850000	0.002093226162
19950000	0.002058327518
20050000	0.001438069998
20150000	0.001782616599
20250000	0.002654647597
20350000	0.000862982002
20450000	0.00141636843
20550000	-4.3245003e-05
20650000	0.002002762648
20750000	-0.002647420825
20850000	-0.00086421619
20950000	-0.000576932324
21050000	-8.967296e-06
21150000	-0.001424819866
21250000	-0.001402221582
21350000	-0.000794978375
21450000	-3.353854e-05
21550000	-0.000140673065
21650000	0.001553575768
21750000	0.003449661347
21850000	0.003491023536
21950000	0.002860281972
22050000	0.003954500099
22150000	0.004177328395
22250000	0.007121289353
22350000	0.003590115877
22450000	0.005657447876
22550000	0.010691017266
22650000	0.010182155405
22750000	0.012076243037
22850000	0.013509302221
22950000	0.019166834817
23050000	0.019773507632
23150000	0.022397854699
23250000	0.02830827177
23350000	0.032693261186
23450000	0.032728213525
23550000	0.036044718265
23650000	0.03882275128
23750000	0.040352614048
23850000	0.048840091708
23950000	0.040415712905
24050000	0.040614765655
24150000	0.046027695465
24250000	0.048735695885
24350000	0.049471712885
24450000	0.049236065619
24550000	0.057124056692
24650000	0.05443678655
24750000	0.049059669442
24850000	0.053205196438
24950000	0.051608857328
25050000	0.055721739269
25150000	0.053949263099
25250000	0.048078210398
25350000	0.055255311711
25450000	0.051886470079
25550000	0.055614964253
25650000	0.056630193552
25750000	0.053968979218
25850000	0.057418843841
25950000	0.061897221214
26050000	0.056465565317
26150000	0.058202703567
26250000	0.05804606749
26350000	0.058945553334
26450000	0.078971499564
26550000	0.101311988583
26650000	0.112797903267
26750000	0.128441023698
26850000	0.107546217129
26950000	0.156377334209
27050000	0.165641635759
27150000	0.227634183154
27250000	0.435104096082
27350000	0.450912808368
27450000	0.256044535808
27550000	0.186112079288
27650000	0.119747539334
27750000	0.124269856775
27850000	0.106397916835
27950000	0.075185424917
28050000	0.073762861378
28150000	0.056265176794
28250000	0.057046726129
28350000	0.044988839468
28450000	0.03308346212
28550000	0.034937245737
28650000	0.035055672365
28750000	0.029636981787
28850000	0.024218291209
28950000	0.024329193166
29050000	0.017835548908
29150000	0.016542656096
29250000	0.00816351035
29350000	0.013911806452
29450000	0.013305120009
29550000	0.016073662123
29650000	0.009003291735
29750000	0.006834148278
29850000	0.007788745394
29950000	0.010986626432
30050000	0.011681324545
30150000	0.012416725913
30250000	0.007703982441
30350000	0.005096597922
30450000	0.007686134399
30550000	0.009187155472
30650000	0.005752629269
30750000	0.008226814706
30850000	0.010474165907
30950000	0.00812706781
31050000	0.008128459905
31150000	0.006913084086
31250000	0.013528054076
