# BUSCO version is: 5.4.2 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
0at6231	Complete	ChrIV	25621206	25677212	-	8669.2	9567
4at6231	Complete	ChrV	17129835	17178642	-	6768.3	3912	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	ChrI	4438636	4528064	-	5048.6	3823
7at6231	Missing
9at6231	Complete	ChrIII	11001800	11023621	+	1601.5	2553
18at6231	Complete	ChrV	14778634	14798107	+	1451.3	1456	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	ChrI	8893335	8932147	+	3050.1	2209	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	ChrII	22783069	22820643	+	1371.7	1692
21at6231	Complete	ChrIII	327576	364863	+	2863.3	2506
22at6231	Complete	ChrV	12769873	12791317	+	1517.4	1318
23at6231	Complete	ChrIII	99616	136464	-	5273.1	3727
25at6231	Missing
28at6231	Complete	ChrIII	11753928	11764076	+	4635.2	2070
29at6231	Complete	ChrIV	19830472	19843991	+	2325.2	2153
31at6231	Complete	ChrI	1167860	1197297	-	1007.4	1932
32at6231	Fragmented	ChrX	1686355	1710969	-	2828.4	1556
35at6231	Complete	ChrI	12054335	12070029	-	3591.0	1950
39at6231	Complete	ChrX	642645	664337	+	2504.0	1783
40at6231	Complete	ChrI	12010118	12015982	+	871.8	991
43at6231	Complete	ChrV	24202152	24233005	+	2771.2	1862	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Complete	ChrIII	12726543	12737039	+	2259.9	1788
48at6231	Complete	ChrV	14874401	14892440	-	2222.6	1645
49at6231	Complete	ChrX	21308590	21338636	+	458.4	748
55at6231	Complete	ChrIII	8520653	8552786	+	1890.9	1252
57at6231	Complete	ChrV	10486058	10497325	+	625.5	1696
60at6231	Complete	ChrIV	26973111	27013169	-	3394.1	2833
63at6231	Complete	ChrIV	21870347	21891920	+	3322.0	2591
65at6231	Complete	ChrII	12069473	12079928	+	957.7	1030
67at6231	Complete	ChrX	20069736	20098730	-	3310.8	1843
